product_id,external_product_id,platform_id,country_id,shop_id,category_id,product_title,product_title_translated,brand,description,main_image_url,url,is_ad,first_seen_date,last_updated
466,LZD_VN_66014,5,3,30,1,Toshiba Model 91 8GB RAM 256GB,Toshiba Model 91 8GB RAM 256GB (越南销售),Toshiba,在Vietnam备受好评的Toshiba产品，官方授权,/images/products/electronics/toshiba_2.jpg,https://lazada.vn/product/PROD24252421,True,2025-04-03,2025-06-01
467,SH_MY_97741,11,4,22,5,Tupperware Home & Living Basic Edition,Tupperware Home & Living Basic Edition (大马销售),Tupperware,Tupperware品牌热门产品，符合当地标准,/images/products/home_&_living/tupperware_16.jpg,https://shopee.com.my/product/PROD24131574,False,2025-12-09,2025-12-31
468,SHOPEE_76685,1,10,31,5,Tupperware Home & Living Premium Edition,Tupperware Home & Living Premium Edition (传统销售),Tupperware,在Brunei销量领先的Tupperware产品，正品保障,/images/products/home_&_living/tupperware_16.jpg,https://shopee.co.id/product/PROD44114507,False,2025-06-07,2025-07-25
469,PLAT14_90711,14,6,7,14,Mobil Automotive Deluxe Edition,Mobil Automotive Deluxe Edition (菲律宾销售),Mobil,在Philippines备受好评的Mobil产品，正品保障,/images/products/automotive/mobil_7.jpg,https://example.com/product/PROD16920935,True,2025-08-06,2025-08-07
470,LZD_81274,2,7,18,6,La Roche-Posay Sunscreen & Skincare Basic Edition,La Roche-Posay Sunscreen & Skincare Basic Edition 柬埔寨版,La Roche-Posay,在Cambodia广受欢迎的La Roche-Posay产品，正品保障,/images/products/sunscreen_&_skincare/la_roche-posay_4.jpg,https://lazada.co.id/product/PROD51550275,True,2025-11-26,2025-11-27
471,SH_SG_51750,15,5,70,12,LEGO Toys & Games Premium Edition,LEGO Toys & Games Premium Edition (新加坡销售),LEGO,LEGO品牌优质产品，符合当地标准,/images/products/toys_&_games/lego_10.jpg,https://shopee.sg/product/PROD34593514,False,2025-02-11,2025-03-22
472,JD_49183,19,2,84,10,Batik Keris Classic Dress,泰式传统服饰 - Batik Keris Classic Dress,Batik Keris,Batik Keris品牌畅销产品，东南亚市场专供,/images/products/traditional_clothing/batik_keris_11.jpg,https://example.com/product/PROD17049445,False,2025-10-25,2025-11-02
473,SHOPEE_50158,1,8,14,14,Bosch Automotive Basic Edition,Bosch Automotive Basic Edition (传统销售),Bosch,在Laos广受欢迎的Bosch产品，质量保证,/images/products/automotive/bosch_5.jpg,https://shopee.co.id/product/PROD55750648,False,2025-11-17,2025-12-18
474,Q10_87502,17,5,69,4,Sulwhasoo Luxe Mascara,Sulwhasoo Luxe Mascara 优质版,Sulwhasoo,在Singapore广受欢迎的Sulwhasoo产品，质量保证,/images/products/beauty_&_cosmetics/sulwhasoo_4.jpg,https://qoo10.sg/product/PROD78946834,False,2025-06-24,2025-06-29
475,TIKI_27064,4,3,41,6,Neutrogena Sunscreen & Skincare Basic Edition,Neutrogena Sunscreen & Skincare Basic Edition 传统版,Neutrogena,在Vietnam销量领先的Neutrogena产品，正品保障,/images/products/sunscreen_&_skincare/neutrogena_4.jpg,https://tiki.vn/product/PROD89597327,False,2025-01-24,2025-02-18
476,BUKA_79840,8,1,89,15,Trixie Pet Supplies Standard Edition,Trixie Pet Supplies Standard Edition (传统销售),Trixie,全新上市的Trixie产品，专为东南亚气候设计,/images/products/pet_supplies/trixie_15.jpg,https://bukalapak.com/product/PROD88520995,True,2025-05-13,2025-06-13
477,PLAT30_85432,30,4,67,9,Under Armour Sports & Outdoors Basic Edition,Under Armour Sports & Outdoors Basic Edition (马来西亚销售),Under Armour,全新上市的Under Armour产品，适合热带地区使用,/images/products/sports_&_outdoors/under_armour_17.jpg,https://example.com/product/PROD14369378,False,2025-05-13,2025-06-10
478,LZD_64160,2,9,54,12,Nintendo Toys & Games Basic Edition,Nintendo Toys & Games Basic Edition (缅甸销售),Nintendo,在Myanmar销量领先的Nintendo产品，官方授权,/images/products/toys_&_games/nintendo_10.jpg,https://lazada.co.id/product/PROD11442628,False,2025-04-14,2025-05-28
479,SHOPEE_14396,1,7,18,5,Index Home & Living Deluxe Edition,Index Home & Living Deluxe Edition (高棉销售),Index,节日特供的Index产品，专为东南亚气候设计,/images/products/home_&_living/index_7.jpg,https://shopee.co.id/product/PROD93849592,False,2025-03-09,2025-05-05
480,LZD_14334,2,9,87,1,Toshiba Model 41 8GB RAM 256GB,Toshiba Model 41 8GB RAM 256GB (传统销售),Toshiba,全新上市的Toshiba产品，本地化适配,/images/products/electronics/toshiba_5.jpg,https://lazada.co.id/product/PROD38033553,True,2025-08-30,2025-10-22
481,PLAT23_92533,23,4,61,14,Shell Automotive Premium Edition,Shell Automotive Premium Edition (传统销售),Shell,在Malaysia备受好评的Shell产品，质量保证,/images/products/automotive/shell_3.jpg,https://example.com/product/PROD51952470,True,2025-02-16,2025-03-30
482,PLAT14_91282,14,6,66,13,Blackmores Health & Wellness Basic Edition,Blackmores Health & Wellness Basic Edition (菲律宾销售),Blackmores,Blackmores品牌优质产品，适合本地使用,/images/products/health_&_wellness/blackmores_14.jpg,https://example.com/product/PROD36083802,True,2025-12-10,2025-12-22
483,SHOPEE_45229,1,7,7,4,Shiseido Pro Serum,Shiseido Pro Serum 高棉版,Shiseido,限时优惠的Shiseido产品，本地化适配,/images/products/beauty_&_cosmetics/shiseido_20.jpg,https://shopee.co.id/product/PROD23876472,True,2025-08-14,2025-09-04
484,LZD_95733,2,10,75,4,Estee Lauder Moisturizing Lipstick,Estee Lauder Moisturizing Lipstick 文莱版,Estee Lauder,Estee Lauder品牌优质产品，适合本地使用,/images/products/beauty_&_cosmetics/estee_lauder_20.jpg,https://lazada.co.id/product/PROD99209497,True,2025-12-15,2026-01-28
485,LZD_77568,2,8,94,7,Charlotte Tilbury Makeup Standard Edition,Charlotte Tilbury Makeup Standard Edition 老挝版,Charlotte Tilbury,在Laos广受欢迎的Charlotte Tilbury产品，质量保证,/images/products/makeup/charlotte_tilbury_9.jpg,https://lazada.co.id/product/PROD20422699,False,2025-11-12,2025-12-25
486,SHOPEE_51939,1,9,91,3,Huawei Mobile Phones Deluxe Edition,Huawei Mobile Phones Deluxe Edition (缅甸销售),Huawei,在Myanmar销量领先的Huawei产品，正品保障,/images/products/mobile_phones/huawei_2.jpg,https://shopee.co.id/product/PROD92587952,False,2025-02-07,2025-04-04
487,PLAT18_95479,18,4,50,5,Index Home & Living Premium Edition,Index Home & Living Premium Edition (传统销售),Index,在Malaysia备受好评的Index产品，正品保障,/images/products/home_&_living/index_6.jpg,https://example.com/product/PROD50943383,True,2025-02-09,2025-03-17
488,TT_ID_22403,26,1,80,7,Fenty Beauty Makeup Basic Edition,Fenty Beauty Makeup Basic Edition 传统版,Fenty Beauty,Fenty Beauty品牌畅销产品，符合当地标准,/images/products/makeup/fenty_beauty_17.jpg,https://tiktok.com/id/product/PROD35223174,False,2025-10-16,2025-11-21
489,TIKI_36767,4,3,67,10,Batik Keris Autumn Collection Pants,传统传统服饰 - Batik Keris Autumn Collection Pants,Batik Keris,Batik Keris品牌畅销产品，东南亚市场专供,/images/products/traditional_clothing/batik_keris_5.jpg,https://tiki.vn/product/PROD23166621,False,2025-05-08,2025-07-06
490,PLAT23_47596,23,4,53,10,Cotton Dress by Batik Parang,马来西亚传统服饰 - Cotton Dress by Batik Parang,Batik Parang,在Malaysia销量领先的Batik Parang产品，正品保障,/images/products/traditional_clothing/batik_parang_11.jpg,https://example.com/product/PROD92325824,True,2025-04-23,2025-06-21
491,LZD_89429,2,7,41,6,Wardah Sunscreen & Skincare Basic Edition,Wardah Sunscreen & Skincare Basic Edition 柬埔寨版,Wardah,在Cambodia广受欢迎的Wardah产品，正品保障,/images/products/sunscreen_&_skincare/wardah_4.jpg,https://lazada.co.id/product/PROD38140443,True,2025-12-24,2026-01-07
492,LZD_42710,2,10,73,3,Realme Mobile Phones Deluxe Edition,Realme Mobile Phones Deluxe Edition (传统销售),Realme,Realme品牌热门产品，东南亚市场专供,/images/products/mobile_phones/realme_19.jpg,https://lazada.co.id/product/PROD43855975,True,2025-07-07,2025-07-28
493,LZD_47456,2,9,84,12,Mattel Toys & Games Premium Edition,Mattel Toys & Games Premium Edition (缅甸销售),Mattel,在Myanmar备受好评的Mattel产品，官方授权,/images/products/toys_&_games/mattel_8.jpg,https://lazada.co.id/product/PROD10458389,False,2025-09-11,2025-09-24
494,PLAT24_33814,24,4,23,12,Xbox Toys & Games Premium Edition,Xbox Toys & Games Premium Edition (大马销售),Xbox,Xbox品牌畅销产品，符合当地标准,/images/products/toys_&_games/xbox_5.jpg,https://example.com/product/PROD17364795,False,2025-10-31,2025-11-19
495,SHOPEE_70546,1,1,66,6,Nivea Sunscreen & Skincare Deluxe Edition,Nivea Sunscreen & Skincare Deluxe Edition 印尼版,Nivea,Nivea品牌热门产品，适合本地使用,/images/products/sunscreen_&_skincare/nivea_4.jpg,https://shopee.co.id/product/PROD99386591,True,2025-03-03,2025-03-27
496,BLI_95442,7,1,64,13,Blackmores Health & Wellness Premium Edition,Blackmores Health & Wellness Premium Edition (本土销售),Blackmores,Blackmores品牌畅销产品，东南亚市场专供,/images/products/health_&_wellness/blackmores_7.jpg,https://blibli.com/product/PROD82203523,False,2025-01-23,2025-03-04
497,LZD_54774,2,7,1,6,Nivea Sunscreen & Skincare Standard Edition,Nivea Sunscreen & Skincare Standard Edition 传统版,Nivea,Nivea品牌优质产品，适合本地使用,/images/products/sunscreen_&_skincare/nivea_19.jpg,https://lazada.co.id/product/PROD36642714,False,2025-02-28,2025-03-28
498,PLAT18_61260,18,4,35,15,Purina Pet Supplies Standard Edition,Purina Pet Supplies Standard Edition (马来西亚销售),Purina,在Malaysia销量领先的Purina产品，正品保障,/images/products/pet_supplies/purina_15.jpg,https://example.com/product/PROD69798198,False,2025-02-28,2025-03-30
499,LZD_82412,2,10,100,12,PlayStation Toys & Games Deluxe Edition,PlayStation Toys & Games Deluxe Edition (文莱销售),PlayStation,PlayStation品牌经典产品，适合本地使用,/images/products/toys_&_games/playstation_2.jpg,https://lazada.co.id/product/PROD86235607,True,2025-09-05,2025-10-13
500,JD_11966,19,2,80,4,Loreal Essential Lipstick,Loreal Essential Lipstick 传统版,Loreal,在Thailand销量领先的Loreal产品，官方授权,/images/products/beauty_&_cosmetics/loreal_2.jpg,https://example.com/product/PROD35316119,True,2025-01-15,2025-02-27
501,LZD_VN_99281,5,3,39,6,Wardah Sunscreen & Skincare Standard Edition,Wardah Sunscreen & Skincare Standard Edition 传统版,Wardah,限时优惠的Wardah产品，专为东南亚气候设计,/images/products/sunscreen_&_skincare/wardah_10.jpg,https://lazada.vn/product/PROD80433494,True,2025-10-19,2025-12-10
502,PLAT16_28380,16,5,43,4,Estee Lauder Moisturizing Foundation,Estee Lauder Moisturizing Foundation 狮城版,Estee Lauder,限时优惠的Estee Lauder产品，本地化适配,/images/products/beauty_&_cosmetics/estee_lauder_7.jpg,https://example.com/product/PROD35830746,False,2025-11-24,2025-12-05
503,PLAT14_17953,14,6,50,11,Staedtler Books & Stationery Premium Edition,Staedtler Books & Stationery Premium Edition (菲律宾销售),Staedtler,全新上市的Staedtler产品，适合热带地区使用,/images/products/books_&_stationery/staedtler_2.jpg,https://example.com/product/PROD94125515,True,2025-10-02,2025-11-08
504,SHOPEE_64657,1,10,50,11,Moleskine Books & Stationery Deluxe Edition,Moleskine Books & Stationery Deluxe Edition (文莱销售),Moleskine,在Brunei广受欢迎的Moleskine产品，正品保障,/images/products/books_&_stationery/moleskine_1.jpg,https://shopee.co.id/product/PROD88815517,False,2025-04-05,2025-05-15
505,PLAT14_80486,14,6,49,11,Staedtler Books & Stationery Basic Edition,Staedtler Books & Stationery Basic Edition (菲律宾销售),Staedtler,Staedtler品牌畅销产品，适合本地使用,/images/products/books_&_stationery/staedtler_7.jpg,https://example.com/product/PROD95042345,False,2025-11-28,2025-12-08
506,SHOPEE_93715,1,9,79,8,Pocky Food & Beverages Deluxe Edition,缅甸Pocky Food & Beverages Deluxe Edition,Pocky,在Myanmar广受欢迎的Pocky产品，正品保障,/images/products/food_&_beverages/pocky_20.jpg,https://shopee.co.id/product/PROD78812822,True,2025-01-27,2025-03-06
507,LZD_66115,2,1,64,14,Mobil Automotive Deluxe Edition,Mobil Automotive Deluxe Edition (本土销售),Mobil,Mobil品牌优质产品，符合当地标准,/images/products/automotive/mobil_13.jpg,https://lazada.co.id/product/PROD90486184,False,2025-11-10,2025-12-27
508,TPD_77184,3,1,94,13,Blackmores Health & Wellness Premium Edition,Blackmores Health & Wellness Premium Edition (传统销售),Blackmores,在Indonesia广受欢迎的Blackmores产品，正品保障,/images/products/health_&_wellness/blackmores_7.jpg,https://tokopedia.com/product/PROD75999645,True,2025-01-25,2025-03-11
509,LZD_86651,2,7,93,6,Wardah Sunscreen & Skincare Premium Edition,Wardah Sunscreen & Skincare Premium Edition 高棉版,Wardah,在Cambodia广受欢迎的Wardah产品，官方授权,/images/products/sunscreen_&_skincare/wardah_3.jpg,https://lazada.co.id/product/PROD52777376,False,2025-02-13,2025-04-08
510,PLAT21_14195,21,2,75,13,Centrum Health & Wellness Premium Edition,Centrum Health & Wellness Premium Edition (传统销售),Centrum,在Thailand备受好评的Centrum产品，官方授权,/images/products/health_&_wellness/centrum_7.jpg,https://example.com/product/PROD41414288,False,2025-04-28,2025-05-04
511,TT_VN_31155,28,3,55,1,LG Smart Washing Machine,LG Smart Washing Machine (越南销售),LG,节日特供的LG产品，专为东南亚气候设计,/images/products/electronics/lg_9.jpg,https://tiktok.com/vn/product/PROD48282926,True,2025-06-30,2025-08-12
512,TT_ID_53348,26,1,36,4,Estee Lauder Ultra Sunscreen,Estee Lauder Ultra Sunscreen 本土版,Estee Lauder,限时优惠的Estee Lauder产品，适合热带地区使用,/images/products/beauty_&_cosmetics/estee_lauder_12.jpg,https://tiktok.com/id/product/PROD73985519,True,2025-10-09,2025-11-04
513,LZD_64127,2,10,51,2,Prada Formal Shoes,Prada Formal Shoes (文莱销售),Prada,在Brunei销量领先的Prada产品，官方授权,/images/products/fashion/prada_9.jpg,https://lazada.co.id/product/PROD64345530,False,2025-02-15,2025-03-20
514,SH_PH_61784,13,6,25,8,Indomie Food & Beverages Standard Edition,菲律宾Indomie Food & Beverages Standard Edition,Indomie,Indomie品牌热门产品，符合当地标准,/images/products/food_&_beverages/indomie_4.jpg,https://shopee.ph/product/PROD96251513,False,2025-09-03,2025-09-22
515,PLAT24_55309,24,4,44,2,Levis Casual Pants,Levis Casual Pants (传统销售),Levis,节日特供的Levis产品，本地化适配,/images/products/fashion/levis_12.jpg,https://example.com/product/PROD20995622,False,2025-07-21,2025-09-02
516,PLAT29_26757,29,5,59,5,HomePro Home & Living Standard Edition,HomePro Home & Living Standard Edition (狮城销售),HomePro,HomePro品牌经典产品，符合当地标准,/images/products/home_&_living/homepro_7.jpg,https://example.com/product/PROD76755354,True,2025-05-21,2025-07-08
517,PLAT21_10599,21,2,24,11,Faber-Castell Books & Stationery Standard Edition,Faber-Castell Books & Stationery Standard Edition (传统销售),Faber-Castell,在Thailand备受好评的Faber-Castell产品，官方授权,/images/products/books_&_stationery/faber-castell_15.jpg,https://example.com/product/PROD32922893,True,2025-01-22,2025-02-09
518,PLAT14_36604,14,6,32,12,Mattel Toys & Games Basic Edition,Mattel Toys & Games Basic Edition (传统销售),Mattel,节日特供的Mattel产品，本地化适配,/images/products/toys_&_games/mattel_9.jpg,https://example.com/product/PROD82762202,False,2025-09-20,2025-11-15
519,SHOPEE_52752,1,1,17,1,Philips Model 23 8GB RAM 256GB,Philips Model 23 8GB RAM 256GB (传统销售),Philips,Philips品牌经典产品，符合当地标准,/images/products/electronics/philips_3.jpg,https://shopee.co.id/product/PROD65342460,False,2025-05-31,2025-06-03
520,PLAT14_27691,14,6,74,5,Lock&Lock Home & Living Standard Edition,Lock&Lock Home & Living Standard Edition (传统销售),Lock&Lock,Lock&Lock品牌优质产品，东南亚市场专供,/images/products/home_&_living/lock&lock_4.jpg,https://example.com/product/PROD78186100,True,2025-04-26,2025-05-18
521,SHOPEE_22101,1,9,8,14,Mobil Automotive Basic Edition,Mobil Automotive Basic Edition (缅甸销售),Mobil,Mobil品牌优质产品，东南亚市场专供,/images/products/automotive/mobil_20.jpg,https://shopee.co.id/product/PROD77224602,True,2025-08-05,2025-09-03
522,LZD_94265,2,8,85,14,Castrol Automotive Premium Edition,Castrol Automotive Premium Edition (传统销售),Castrol,限时优惠的Castrol产品，专为东南亚气候设计,/images/products/automotive/castrol_8.jpg,https://lazada.co.id/product/PROD55969815,True,2025-04-14,2025-06-01
523,JD_17623,19,2,31,11,Penguin Books & Stationery Basic Edition,Penguin Books & Stationery Basic Edition (传统销售),Penguin,在Thailand备受好评的Penguin产品，正品保障,/images/products/books_&_stationery/penguin_19.jpg,https://example.com/product/PROD60495293,True,2025-04-06,2025-05-19
524,SHOPEE_44654,1,8,95,7,NYX Makeup Premium Edition,NYX Makeup Premium Edition 传统版,NYX,在Laos备受好评的NYX产品，质量保证,/images/products/makeup/nyx_20.jpg,https://shopee.co.id/product/PROD91327101,False,2025-04-15,2025-04-18
525,SH_PH_45832,13,6,16,12,PlayStation Toys & Games Premium Edition,PlayStation Toys & Games Premium Edition (传统销售),PlayStation,PlayStation品牌经典产品，适合本地使用,/images/products/toys_&_games/playstation_16.jpg,https://shopee.ph/product/PROD31495277,True,2025-03-05,2025-04-11
526,TT_VN_13725,28,3,61,10,Cotton Shoes by Songket,传统传统服饰 - Cotton Shoes by Songket,Songket,节日特供的Songket产品，专为东南亚气候设计,/images/products/traditional_clothing/songket_17.jpg,https://tiktok.com/vn/product/PROD37350274,False,2025-03-19,2025-03-30
527,LZD_50420,2,7,55,4,Estee Lauder Whitening Lipstick,Estee Lauder Whitening Lipstick 高棉版,Estee Lauder,限时优惠的Estee Lauder产品，专为东南亚气候设计,/images/products/beauty_&_cosmetics/estee_lauder_3.jpg,https://lazada.co.id/product/PROD30637668,True,2025-10-09,2025-10-27
528,LZD_37811,2,1,75,14,Bridgestone Automotive Deluxe Edition,Bridgestone Automotive Deluxe Edition (传统销售),Bridgestone,在Indonesia销量领先的Bridgestone产品，质量保证,/images/products/automotive/bridgestone_13.jpg,https://lazada.co.id/product/PROD65051208,True,2025-06-16,2025-06-25
529,TPD_31209,3,1,8,8,Indomie Food & Beverages Basic Edition,本土Indomie Food & Beverages Basic Edition,Indomie,Indomie品牌热门产品，适合本地使用,/images/products/food_&_beverages/indomie_1.jpg,https://tokopedia.com/product/PROD72187907,False,2025-09-02,2025-09-22
530,PLAT22_28432,22,2,34,14,Mobil Automotive Standard Edition,Mobil Automotive Standard Edition (泰式销售),Mobil,节日特供的Mobil产品，适合热带地区使用,/images/products/automotive/mobil_18.jpg,https://example.com/product/PROD84931373,False,2025-01-14,2025-02-01
531,SHOPEE_87243,1,10,32,12,PlayStation Toys & Games Standard Edition,PlayStation Toys & Games Standard Edition (传统销售),PlayStation,全新上市的PlayStation产品，适合热带地区使用,/images/products/toys_&_games/playstation_20.jpg,https://shopee.co.id/product/PROD28162919,False,2025-12-13,2026-01-23
532,PLAT25_98628,25,3,2,8,Indomie Food & Beverages Basic Edition,本地Indomie Food & Beverages Basic Edition,Indomie,限时优惠的Indomie产品，专为东南亚气候设计,/images/products/food_&_beverages/indomie_3.jpg,https://example.com/product/PROD25164437,True,2025-10-25,2025-12-09
533,LZD_67967,2,10,71,2,Denim Pants by Zara,Denim Pants by Zara (文莱销售),Zara,Zara品牌热门产品，东南亚市场专供,/images/products/fashion/zara_2.jpg,https://lazada.co.id/product/PROD11394989,True,2025-12-29,2026-01-26
534,SHOPEE_24760,1,7,3,14,Mobil Automotive Deluxe Edition,Mobil Automotive Deluxe Edition (高棉销售),Mobil,节日特供的Mobil产品，本地化适配,/images/products/automotive/mobil_8.jpg,https://shopee.co.id/product/PROD17263901,True,2025-09-04,2025-09-26
535,PLAT24_59757,24,4,71,10,Batik Parang Autumn Collection T-Shirt,传统传统服饰 - Batik Parang Autumn Collection T-Shirt,Batik Parang,Batik Parang品牌经典产品，适合本地使用,/images/products/traditional_clothing/batik_parang_18.jpg,https://example.com/product/PROD25521106,False,2025-11-11,2025-11-28
536,LZD_13373,2,9,60,6,Nivea Sunscreen & Skincare Premium Edition,Nivea Sunscreen & Skincare Premium Edition 缅甸版,Nivea,在Myanmar销量领先的Nivea产品，正品保障,/images/products/sunscreen_&_skincare/nivea_11.jpg,https://lazada.co.id/product/PROD21854157,True,2025-09-26,2025-10-28
537,LZD_79815,2,10,31,8,Pepsi Food & Beverages Deluxe Edition,传统Pepsi Food & Beverages Deluxe Edition,Pepsi,在Brunei备受好评的Pepsi产品，正品保障,/images/products/food_&_beverages/pepsi_5.jpg,https://lazada.co.id/product/PROD21021180,True,2025-07-10,2025-08-15
538,PLAT14_19279,14,6,18,1,Samsung Refrigerator with Bluetooth,Samsung Refrigerator with Bluetooth (传统销售),Samsung,在Philippines销量领先的Samsung产品，官方授权,/images/products/electronics/samsung_10.jpg,https://example.com/product/PROD78294674,False,2025-06-13,2025-06-23
539,PLAT23_82280,23,4,53,10,Sarong Winter Collection Shoes,传统传统服饰 - Sarong Winter Collection Shoes,Sarong,Sarong品牌经典产品，东南亚市场专供,/images/products/traditional_clothing/sarong_13.jpg,https://example.com/product/PROD81458509,True,2025-10-11,2025-10-30
540,PLAT16_91674,16,5,28,6,La Roche-Posay Sunscreen & Skincare Standard Edition,La Roche-Posay Sunscreen & Skincare Standard Edition 优质版,La Roche-Posay,节日特供的La Roche-Posay产品，适合热带地区使用,/images/products/sunscreen_&_skincare/la_roche-posay_6.jpg,https://example.com/product/PROD53635303,False,2025-10-18,2025-10-26
541,PLAT16_25235,16,5,66,3,Vivo Mobile Phones Premium Edition,Vivo Mobile Phones Premium Edition (狮城销售),Vivo,Vivo品牌优质产品，适合本地使用,/images/products/mobile_phones/vivo_12.jpg,https://example.com/product/PROD66015120,False,2025-07-10,2025-08-04
542,PLAT14_78787,14,6,34,1,Sharp Model 47 6GB RAM 512GB,Sharp Model 47 6GB RAM 512GB (菲式销售),Sharp,Sharp品牌优质产品，东南亚市场专供,/images/products/electronics/sharp_1.jpg,https://example.com/product/PROD75547459,False,2025-12-15,2026-01-27
543,LZD_26038,2,9,1,13,Blackmores Health & Wellness Premium Edition,Blackmores Health & Wellness Premium Edition (缅甸销售),Blackmores,在Myanmar备受好评的Blackmores产品，官方授权,/images/products/health_&_wellness/blackmores_1.jpg,https://lazada.co.id/product/PROD80762842,False,2025-09-05,2025-10-02
544,Q10_94015,17,5,18,9,Decathlon Sports & Outdoors Basic Edition,Decathlon Sports & Outdoors Basic Edition (狮城销售),Decathlon,节日特供的Decathlon产品，本地化适配,/images/products/sports_&_outdoors/decathlon_20.jpg,https://qoo10.sg/product/PROD68390827,False,2025-08-22,2025-09-12
545,PLAT29_91053,29,5,34,6,Biore Sunscreen & Skincare Premium Edition,Biore Sunscreen & Skincare Premium Edition 新加坡版,Biore,限时优惠的Biore产品，适合热带地区使用,/images/products/sunscreen_&_skincare/biore_8.jpg,https://example.com/product/PROD27306995,True,2025-06-21,2025-07-03
546,PLAT29_35866,29,5,87,1,Samsung Smart Air Conditioner,Samsung Smart Air Conditioner (狮城销售),Samsung,全新上市的Samsung产品，适合热带地区使用,/images/products/electronics/samsung_11.jpg,https://example.com/product/PROD15275344,False,2025-01-25,2025-03-05
547,SH_PH_34442,13,6,47,5,Lock&Lock Home & Living Basic Edition,Lock&Lock Home & Living Basic Edition (传统销售),Lock&Lock,Lock&Lock品牌优质产品，适合本地使用,/images/products/home_&_living/lock&lock_5.jpg,https://shopee.ph/product/PROD48681379,False,2025-04-18,2025-04-19
548,LZD_36255,2,7,82,2,Nike Sport Shoes,Nike Sport Shoes (高棉销售),Nike,全新上市的Nike产品，本地化适配,/images/products/fashion/nike_12.jpg,https://lazada.co.id/product/PROD10684370,True,2025-01-06,2025-02-06
549,SH_PH_93945,13,6,36,4,Loreal Luxe Lipstick,Loreal Luxe Lipstick 菲式版,Loreal,限时优惠的Loreal产品，专为东南亚气候设计,/images/products/beauty_&_cosmetics/loreal_17.jpg,https://shopee.ph/product/PROD98549389,True,2025-08-28,2025-09-17
550,SH_TH_55090,6,2,81,14,Shell Automotive Standard Edition,Shell Automotive Standard Edition (泰国销售),Shell,在Thailand销量领先的Shell产品，官方授权,/images/products/automotive/shell_4.jpg,https://shopee.co.th/product/PROD24097744,True,2025-06-27,2025-07-06
551,LZD_22072,2,7,71,10,Denim Shoes by Batik Keris,传统传统服饰 - Denim Shoes by Batik Keris,Batik Keris,全新上市的Batik Keris产品，本地化适配,/images/products/traditional_clothing/batik_keris_3.jpg,https://lazada.co.id/product/PROD51912597,True,2025-02-02,2025-03-05
552,TT_ID_63405,26,1,81,15,Whiskas Pet Supplies Deluxe Edition,Whiskas Pet Supplies Deluxe Edition (传统销售),Whiskas,节日特供的Whiskas产品，适合热带地区使用,/images/products/pet_supplies/whiskas_18.jpg,https://tiktok.com/id/product/PROD11910184,False,2025-09-08,2025-10-03
553,SHOPEE_12189,1,10,48,15,Trixie Pet Supplies Basic Edition,Trixie Pet Supplies Basic Edition (文莱销售),Trixie,在Brunei广受欢迎的Trixie产品，质量保证,/images/products/pet_supplies/trixie_2.jpg,https://shopee.co.id/product/PROD67648629,True,2025-05-28,2025-06-24
554,PLAT16_53460,16,5,23,15,Trixie Pet Supplies Basic Edition,Trixie Pet Supplies Basic Edition (优质销售),Trixie,在Singapore广受欢迎的Trixie产品，正品保障,/images/products/pet_supplies/trixie_16.jpg,https://example.com/product/PROD35579978,True,2025-05-10,2025-05-13
555,PLAT22_92990,22,2,15,3,Vivo Mobile Phones Deluxe Edition,Vivo Mobile Phones Deluxe Edition (泰国销售),Vivo,在Thailand备受好评的Vivo产品，质量保证,/images/products/mobile_phones/vivo_11.jpg,https://example.com/product/PROD45327208,True,2025-03-21,2025-05-05
556,LZD_84406,2,10,68,3,Realme Mobile Phones Premium Edition,Realme Mobile Phones Premium Edition (传统销售),Realme,在Brunei广受欢迎的Realme产品，正品保障,/images/products/mobile_phones/realme_20.jpg,https://lazada.co.id/product/PROD40655846,False,2025-02-20,2025-04-12
557,Q10_54427,17,5,6,13,Centrum Health & Wellness Deluxe Edition,Centrum Health & Wellness Deluxe Edition (新加坡销售),Centrum,在Singapore销量领先的Centrum产品，质量保证,/images/products/health_&_wellness/centrum_5.jpg,https://qoo10.sg/product/PROD16021549,True,2025-06-15,2025-07-20
558,PLAT18_91044,18,4,26,3,Vivo Mobile Phones Deluxe Edition,Vivo Mobile Phones Deluxe Edition (传统销售),Vivo,在Malaysia销量领先的Vivo产品，正品保障,/images/products/mobile_phones/vivo_13.jpg,https://example.com/product/PROD57585381,True,2025-03-13,2025-04-27
559,TT_VN_26374,28,3,37,12,LEGO Toys & Games Basic Edition,LEGO Toys & Games Basic Edition (越南销售),LEGO,LEGO品牌经典产品，东南亚市场专供,/images/products/toys_&_games/lego_11.jpg,https://tiktok.com/vn/product/PROD65753537,True,2025-05-12,2025-06-19
560,LZD_34582,2,7,70,5,IKEA Home & Living Standard Edition,IKEA Home & Living Standard Edition (高棉销售),IKEA,IKEA品牌经典产品，适合本地使用,/images/products/home_&_living/ikea_15.jpg,https://lazada.co.id/product/PROD64848698,True,2025-08-20,2025-09-15
561,PLAT18_73573,18,4,21,3,Realme Mobile Phones Basic Edition,Realme Mobile Phones Basic Edition (传统销售),Realme,Realme品牌畅销产品，东南亚市场专供,/images/products/mobile_phones/realme_3.jpg,https://example.com/product/PROD93636108,True,2025-01-15,2025-03-12
